id,title,url,console,description,mainImage,screenshots,genre,releaseDate,publisher,region,size,downloadCount,numberOfReviews,averageRating,downloadLink,directDownloadLink,romType
10142,Batman: Return of the Joker,https://romsfun.com/roms/nes/batman-return-of-the-joker.html,nes,"Based on a famous comic book related to Batman superhero, Sunsoft’s manufacturer released a fascinating adventure game, Batman: Return of the Joker. Some rare metals have recently disappeared unexplained in the mineral mines of Gotham City. In particular, one of the missing metals is often used to make bombs or rocket missiles to serve World War. After discovering that precious and dangerous mineral source disappeared. Gotham City police forces tried to investigate the case, but all of the clues were unclear. From there, they decided to seek the help of the famous hero and representative of the city – Batman. Upon accepting the case, Batman suspected a former enemy of himself as the cause of these secret events – Joker.",https://romsfun.com/wp-content/uploads/2019/09/Batman_Return_of_the_Joker_NES.jpg,,Action,"JP: December 20, 1991
NA: December 20, 1991
EU: November 19, 1992",SunSoft,EU|US,201.49 K,"1,560",1,4.5,https://romsfun.com/download/batman-return-of-the-joker-29876,,Fan Translation
10178,Batman: The Video Game,https://romsfun.com/roms/nes/batman-the-video-game-2.html,nes,"He’s totally new. Totally tough. And he’ll stop at nothing to make sure justice prevails! From the dark streets of GOTHAM CITY to the deepest corners of the criminal underworld comes the CAPED CRUSADER as you’ve never seen him before. Incredibly strong. Armed to the teeth. And ready to put his life on the line for the sake of all, on a search-and-destroy mission to end the Joker’s reign of terror. He leaps, he flies, he dodges enemy fire and delivers it right back… with a vengeance. This is no kid stuff. This is as real as video gaming gets. If you liked what you saw in the movie, you’re gonna love what you see here. Because this time around, BATMAN is all business, and he won’t let anything stand in his way!",http://romsfun.com/wp-content/uploads/2023/08/Batman-The-Video-Game.jpg,,Platform,"December 22, 1989",SunSoft,Japan,153 K,"1,374",1,4.7,https://romsfun.com/download/batman-the-video-game-2-148023,,Fan Translation
10040,Battle City,https://romsfun.com/roms/nes/battle-city.html,nes,"Battle City is a refined and updated version of Namco’s arcade game Tank Battalion. Destroy different enemy tanks, while trying to keep them away from your base. When you have destroyed 20 enemy tanks you advance to the next level with different layout. In each level there’s some obstacles which you can use to your advantage. Obstacles include red bricks which you can shoot out of your way, silver bricks which are highly armored, water and ice. You start the game with a basic tank, which you can power up to better one little by little. The game includes a construction mode, so you can make your own levels when you have played through all the 35 original levels.",http://romsfun.com/wp-content/uploads/2023/08/Battle-City.jpg,,Shooter,"September 9, 1985",Namco,China|Spanish,15.07 K,"4,356",3,3.3,https://romsfun.com/download/battle-city-148029,,Fan Translation
10194,Battle Kid: Fortress of Peril,https://romsfun.com/roms/nes/battle-kid-fortress-of-peril.html,nes,"Inspired from the indie game “I Wanna be the Guy” and other classic platformers, the game follows the style dubbed Metroidvania in that you do not have stages, but rather one large area to freely explore. You always die in one hit, but there are unlimited continues in the normal difficulty as well as a password system to resume where you last left off. In total, there are over 550 rooms, 8 bosses, and over 30 different types of enemies. You will also obtain items along the way that grant you new abilities such as higher jumping or slower falling in order to travel to new areas of the fortress. Can you survive the perils that lie ahead?",http://romsfun.com/wp-content/uploads/2023/08/Battle-Kid-Fortress-of-Peril.jpg,,Platform,"February 22, 2010","Columbus Circle, Retrozone",Japan,212.89 K,"1,280",1,5,https://romsfun.com/download/battle-kid-fortress-of-peril-148037,,Fan Translation
10043,Battletoads,https://romsfun.com/roms/nes/battletoads-2.html,nes,"Battletoads is an animated film with unique content produced by DIC Animation City to compete with Teenage Mutant Ninja Turtles. The film revolves around three main characters, Rash, Zitz, and Pimple. After the film’s success, a game version was developed based on the film’s plot and first released in June 1991.",http://romsfun.com/wp-content/uploads/2019/09/Battletoads_Coverart.png,,Action|Platformer,June 1991,Tradewest,EU|US,186.12 K,"3,779",1,5,https://romsfun.com/download/battletoads-2-29320,,Hack
10111,Bionic Commando,https://romsfun.com/roms/nes/bionic-commando-2.html,nes,"Bionic Commando was developed with the context after World War II. The world is controlled by two powerful forces, the Republic and the Empire. However, the Empire had a fascist ideology and was also known under a different name, the Royal Country. After discovering a secret document of the Third Reich in 1980. Generalissimo Killt, the leader of the Empire, decided to implement the crazy plan contained in the document. This document is called the Albatross Plan, and it records how to revive the leadership of the Third Reich – Mr. Badd — facing the risk of the fascist regime invading the world again. The Republicans waged war on the Empire. They then sent a spy into the Empire’s territory to prevent Generalissimo Killt’s plan to revive fascism. This particular agent has the alias Super Joe.",http://romsfun.com/wp-content/uploads/2019/09/BionicCommando.jpg,,Action|Platformer,"JP: July 20, 1988
NA: December 1988
EU: October 26, 1990",Capcom,English|EU|US,145.61 K,"1,929",1,5,https://romsfun.com/download/bionic-commando-2-29282,,Fan Translation
10197,Blades of Steel,https://romsfun.com/roms/nes/blades-of-steel.html,nes,"Coming to Blades of Steel, you have the opportunity to explore Ice hockey – an interesting sport for everyone to relax in the winter. This game offers 2 familiar game modes that are multiplayer or 1 player. Before starting to explore, you can choose 1 of the 2 game modes above. In particular, challenge 1 player is designed with 2 other game modes are Exhibition and Tournament. With the Exhibition, you will enjoy simple matches with AI or connect with other players to enjoy the 1 vs 1 challenge. For Tournament, you are allowed to compete in the National Hockey League.",http://romsfun.com/wp-content/uploads/2019/09/Blades_of_Steel_cover.png,,Sport,"NA: December 1988
PAL: November 23, 1990",Konami,EU|US,80.84 K,"1,271",1,5,https://romsfun.com/download/blades-of-steel-29310,,Hack
10044,Bomberman,https://romsfun.com/roms/nes/bomberman-5.html,nes,Bomberman is an action game released by Nintendo in 1987. The game was developed with the gameplay of bombs destroying familiar enemies. Players will control their character in an available map. Their mission is to use bombs to overcome obstacles and destroy enemies.,http://romsfun.com/wp-content/uploads/2019/09/BombermanCover.jpg,,Other|Strategy,July 1983,Hudson Soft,Spanish|US,15.69 K,"3,758",1,5,https://romsfun.com/download/bomberman-5-29653,,Fan Translation
10099,Bomberman II,https://romsfun.com/roms/nes/bomberman-ii.html,nes,"Following the success of its predecessor, Bomberman II is a game released on Nintendo in 1991 by Hudson Soft. In Europe, the game is titled Dynablaster. The story depicts the White Bomberman, a Bomberman who was unjustly charged with crimes committed by Black Bomberman. After being imprisoned, White Bomberman tried to find a way out to prove his purity. At the same time, find and bring Black Bomberman to justice. The game ends when White Bomberman is vindicated and Black Bomberman is thrown into jail.",http://romsfun.com/wp-content/uploads/2019/09/Bomberman2Cover.jpg,,Puzzle,"JP: June 28, 1991
PAL: 1991
NA: February 1993",Hudson Soft,EU|US,65.45 K,"2,032",2,3.5,https://romsfun.com/download/bomberman-ii-29937,,Hack
10137,Boulder Dash,https://romsfun.com/roms/nes/boulder-dash.html,nes,,https://romsfun.com/wp-content/uploads/2019/09/Boulder_Dash_NES.jpg,,Puzzle,June 1990,First Star Software,EU|US,35.49 K,"1,606",1,4.5,https://romsfun.com/download/boulder-dash-30663,,Fan Translation
10038,Bubble Bobble,https://romsfun.com/roms/nes/bubble-bobble-2.html,nes,"Coming to Bubble Bobble, you will discover fun and gentle challenges, this game allows 2 players to participate. The two main characters of the game are Bobby and Bubby. The girlfriend of the two main characters has been kidnapped by Baron Von Blubba. Besides, he also uses magic to turn Bobby and Bubby into Bubble Dragons. To rescue his girlfriend and defeat the evil baron, you need to go through dozens of different stages in the Cave of Monsters. At each stage, you will have to destroy the monsters on the map to complete the level. Each level will bring a different number of monsters to defeat and the number of enemies will increase gradually in stages. Therefore, players need perseverance and intelligent control to defeat many enemies at once.",http://romsfun.com/wp-content/uploads/2019/09/Bubble_bobble.jpg,,Platformer,"JP: September 1986
NA: 1986","Romstar, Taito",EU|Spanish|US,54.16 K,"4,524",1,4.8,https://romsfun.com/download/bubble-bobble-2-29782,,Fan Translation
10203,Bucky O’Hare,https://romsfun.com/roms/nes/bucky-ohare.html,nes,"In Bucky O’Hare, you will accompany Captain Bucky to rescue the members of his crew. We are being held captive in 4 different planets. First, Bucky’s spacecraft is traveling in space when the army of Toad Air Marshall attacks and kidnaps the crew members. Four members were kidnapped: Blinky, Willy, Jenny, and Deadeye. In addition, each crew member is detained in different areas. Therefore, Bucky must overcome many pitfalls and enemies in different areas to rescue his friends. The game will bring 4 planets for you to fight and rescue friends imprisoned there: Green Planet, Red Planet, Blue Planet, and Yellow Planet. In addition, each planet is prepared with its own environment (ice, jungle, machines, and fire). In particular, this game does not require you to rescue the characters in a fixed order. Instead, you can choose 1 of 4 planets to start the rescue mission.",https://romsfun.com/wp-content/uploads/2019/09/Bucky_OHare_North_American_NES_box_art.jpg,,Action|Platformer,"NA: January 1992
JP: January 31, 1992
EU: February 18, 1993",Konami,EU|Spanish|US,157.78 K,"1,251",1,5,https://romsfun.com/download/bucky-ohare-29788,,Fan Translation
10182,Captain America and The Avengers,https://romsfun.com/roms/nes/captain-america-and-the-avengers.html,nes,"Captain America and The Avengers is a game based on the fact that the movie is actually a superhero team of Marvel. The game was released by Nintendo in 1991. The characters in the game also follow the appearance of superheroes in the Marvel movie universe. In this adventure, players will have to play one of the four members of the Avengers such as Captain America, Iron Man, Hawkeye, and Vision. To defeat the evil Red Skull, he gathered a powerful army of many minions who are notorious criminals like Klaw, Living Laser, Whirlwind, Sentinel, Wizard, Grim Reaper, Mandarin, The Juggernaut, Ultron, assassin Crossbones in a subject plot to annex the whole world. And this is also the first arcade game to be sold in two forms. The first is a version that allows four players at the same time, with each player controlling a specific character. The second is an alternate version with two-player gameplay, with players being able to choose from any of the four available characters.",http://romsfun.com/wp-content/uploads/2019/09/Captain_America_and_The_Avengers.jpg,,Action|Platformer,1991,Data East,EU|US,145.48 K,"1,350",2,4.7,https://romsfun.com/download/captain-america-and-the-avengers-30059,,Fan Translation
10014,Captain Tsubasa Vol. II: Super Striker,https://romsfun.com/roms/nes/captain-tsubasa-vol-ii-super-striker.html,nes,"Captain Tsubasa II: Super Striker is a Sports game, developed and published by Tecmo, which was released in Japan in 1990.",http://romsfun.com/wp-content/uploads/2023/09/Captain-Tsubasa-Vol.-II-Super-Striker.jpg,,Sports,,,English,221.16 K,"13,941",4,4.4,https://romsfun.com/download/captain-tsubasa-vol-ii-super-striker-152961,,Fan Translation
10013,Castlevania,https://romsfun.com/roms/nes/castlevania.html,nes,"“Castlevania” is a game of the famous Japanese genre, and it was first released in 1986. With adventure stories and many levels to explore, you will be comfortable relaxing and challenge your perseverance. You have the task of controlling “Simon” and help him overcome many dangerous traps along the way. In addition to crazy traps, you also have to fight with many different types of enemies in each level.",http://romsfun.com/wp-content/uploads/2019/09/Castlevania_1_cover-1.png,,Action|Platformer,"September 26, 1986",Konami,EU|Spanish|US,241.2 K,"16,785",4,4.4,https://romsfun.com/download/castlevania-29107,,Fan Translation
10033,Castlevania II: Simon’s Quest,https://romsfun.com/roms/nes/castlevania-ii-simons-quest.html,nes,"Castlevania II: Simon’s Quest is an action-adventure game released by Konami. Continue the journey of Simon Belmontsau after coming to Castlevania and defeat Count Dracula. With this version, players will control vampire hunter Simon Belmont on the journey to eliminate the curse of Dracula. To find the clues, the player will control Simon talking to the villagers. In addition, Simon will fight enemies to move into inaccessible areas. He can also find merchants who supply items to collect more clues. While destroying the enemy, Simon will receive hearts. These hearts will help him pay the people who have provided the information. Simon’s only weapon in fights is the whip. To upgrade his weapons, he can buy additional whips at the store at certain locations in the game. Collecting more hearts will help Simon increase his level. Every time he leveled up, Simon’s health limit was raised.",http://romsfun.com/wp-content/uploads/2019/09/Castlevania_2_cover-1.png,,Adventure|Platformer,"NA: December 1, 1988
PAL: April 27, 1990",Konami,English|EU|Spanish|US,75.68 K,"5,202",2,3.4,https://romsfun.com/download/castlevania-ii-simons-quest-29190,,Fan Translation
10089,Castlevania III: Dracula’s Curse,https://romsfun.com/roms/nes/castlevania-iii-draculas-curse.html,nes,"Following the success of previous releases, Castlevania III: Dracula’s Curse continues to be a Nintendo-released game in the Castlevania video game series. The game is set in 1476, 215 years before the events in Castlevania and Castlevania II: Simon’s Quest. In 1476, Count Dracula brought an army of monsters to Europe with the aim of destroying humanity. In response to this situation, the church requested help from the Vampire Killer Whip. For centuries, this clan was expelled from the land because people feared their powerful supernatural powers. Trevor Belmont – the current ruler of Vampire Killer Whip, has accepted the task of destroying Dracula in the situation that Europe is in danger of being destroyed. Trevor and his friends cross the Transylvanian countryside, defeating Dracula’s henchman and finally defeating Dracula. Once Dracula-dad of Alucard is defeated, he will fall into a strange sleep and cannot recall fighting his father. Grant Dynasty oversees the restoration of Wallachia city after the battle is over. Trevor Belmont and Sypha Belnades married when peace was restored in the region.",http://romsfun.com/wp-content/uploads/2019/09/Castlevania_III_Draculas_Curse-1.jpg,,Action|Platformer,"JP: December 22, 1989
NA: September 1, 1990
EU: December 10, 1992","Konami, Palcom",EU|JP|US,384.02 K,"2,220",1,4.4,https://romsfun.com/download/castlevania-iii-draculas-curse-29231,,Hack
10115,Castlevania III: Dracula’s Curse,https://romsfun.com/roms/nes/castlevania-iii-draculas-curse-3.html,nes,"Taking place 100 years before the events of Castlevania 1 and Castlevania 2, Dracula the Vampire has risen up to threaten the small village of Warakiya. Citizens who had banished the Belmont family now beg for Trevor Belmont’s help in slaying Dracula. In his strange castle, Dracula has been assembling a massive army of undead creatures to sweep the Earth clean of life and bring everlasting darkness. Trevor agrees to help and equips his family’s hereditary whip, the “Vampire Slayer”, in order to destroy Dracula.",http://romsfun.com/wp-content/uploads/2023/09/Castlevania-III-Dracula039s-Curse.jpg,,Action|Platformer,,,,241.66 K,"1,774",2,5,https://romsfun.com/download/castlevania-iii-draculas-curse-3-152693,,Fan Translation
10061,Chip ‘n Dale Rescue Rangers,https://romsfun.com/roms/nes/chip-n-dale-rescue-rangers.html,nes,"Chip’ n Dale Rescue Rangers is a platform game developed by Capcom based on the famous Disney cartoon of the same name. Coming to this game, you will be accompanied by 2 lovely squirrels and are the main characters of the game (Chip and Dale). Besides the two main characters, you can also meet a number of other supporting characters (Gadget, Fat Cat, Zipper …)
Your first task in the game is to find a missing kitten. This cat belongs to Mandy, who asked Chip and Dale to search. During the mission, you will have to climb, jump over obstacles or pick up objects on the way (wooden crates, apples, balls, …) to throw at enemies. In it, wooden crates have the ability to cause normal damage and you can easily move while holding it in your hand. The apple can cause great damage but the movement speed is reduced when you are holding it in your hand. On your way, there will be traps and enemies to defeat. Besides picking up items to defeat enemies, you can also get help from allies after you collect special items. Zipper, he can appear and help you defeat all enemies that appear along the way. From there, you can freely move and just overcome the pitfalls. When encountering an impassable obstacle, Monterey Jack will appear and help you destroy that obstacle.",https://romsfun.com/wp-content/uploads/2019/09/Chip_n_Dale_Rescue_Rangers_NES_Cover.png,,Platformer,"JP: June 8, 1990
NA: June 1990
EU: December 12, 1991",Capcom,EU|US,132.08 K,"2,877",1,4.8,https://romsfun.com/download/chip-n-dale-rescue-rangers-29424,,
10094,Chip ‘n Dale Rescue Rangers 2,https://romsfun.com/roms/nes/chip-n-dale-rescue-rangers-2.html,nes,"Chip’ n Dale Rescue Rangers 2 is an adventure game released by Capcom in 1993. The game was developed on A storyline is available. Fat Cat, a character who plots to destroy the city has escaped from prison. He has assigned the task of setting bombs at several locations to one of his rabbits and teammates. However, after successfully placing the bomb, the rabbit was captured by a rescue team. According to the investigation, the rescue team found Fat Cat as the leader of this case. In his plan, after the bomb is placed and detonated successfully, Fat Cat will flee to the harbor to collect Pharaoh’s Urn from a cargo ship. Police following the rabbit’s testimony immediately moved to the harbor to arrest Fat Cat. Realizing the danger, Fat Cat created a room with many pitfalls against the police. Successfully collecting Urn, the Fat Cat quickly activates it to free its hidden monsters. To prevent him from destroying the city again, the police quickly attacked the room where Fat Cat was hiding and attacked directly with the monster. Fat Cat returns to prison when the monster is destroyed.",,,Platformer,"JP: December 10, 1993
NA: January 1994
EU: September 29, 1994",Capcom,EU|US,134.62 K,"2,084",1,3.7,https://romsfun.com/download/chip-n-dale-rescue-rangers-2-29767,,Hack
10125,Chip ‘n Dale: Rescue Rangers,https://romsfun.com/roms/nes/chip-n-dale-rescue-rangers-3.html,nes,"The rescue rangers are tiny heroes. Consisting of two chipmunks, two mice and a fly… these heroes may be small but there’s no case too big for them to take on. This game starts out simply enough, with a mission to rescue a small kitten, but soon escalates into a wider plot that pits the rescue rangers against their arch-nemesis, the feline kingpin, Fat Cat.",http://romsfun.com/wp-content/uploads/2023/09/Chip-039n-Dale-Rescue-Rangers.jpg,,Action|Platformer,,,Spanish,132.08 K,"1,665",1,5,https://romsfun.com/download/chip-n-dale-rescue-rangers-3-152887,,Fan Translation
