gameId,gameTitle,achievementId,title,description,points,trueRatio,type,author,badgeUrl,numAwarded,numAwardedHardcore,displayOrder,memAddr
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,124892,She's Rusty,Defeat Jasmine for the Mineral Badge.,5,7,progression,DanielARP,https://media.retroachievements.org/Badge/138738.png,3721,1783,11,I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0x 001244=138_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0x 001244=138_I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0xR00008e=1_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0xR00008e=0
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,120391,Magnetic Anomaly,Defeat Jasmine in her gym without using super effective attacks or using Pokémon above Level 35. [Option: Set Mode],5,11,missable,SporyTike,https://media.retroachievements.org/Badge/138739.png,1239,1042,12,I:0xW00000ba8_I:0xW00000020_T:0xR0000008e=1_I:d0xW00000ba8_I:d0xW00000020_d0xR0000008e=0_I:0x 00000ba8_N:0x 00244eaa=10240.1._I:d0xW00000ba8_I:d0xW000bfd40_N:d0x 000003c6!=74_I:0xW00000ba8_I:0xW000bfd40_N:0x 000003c6=74_I:0x 00000ba8_0x 00244eaa=8449.1._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0xH00049240=2_I:0xW00000ba8_I:0xW00000020_N:0x 00049ed4=d0x 00049ed4_I:0xW00000ba8_I:0xW00000020_N:0xH00047138=0_I:0xW00000ba8_I:0xW00000020_R:0x 00049f20<d0x 00049f20_I:0xW00000ba8_I:0xW00000020_R:0xS00000070=0_I:0xW00000ba8_I:0xW00000020_R:0x 00001244!=d0x 00001244_I:0x 00000ba8_N:0x 00244eaa=8449.300._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>35_I:0xW00000ba8_I:0xW00000020_R:0x 0000124c!=d0x 0000124c_I:0xW00000ba8_I:0xW00000020_R:0x 00001250!=d0x 00001250
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,124893,"When the Ice and Snow Melt, Spring Arrives",Defeat Pryce for the Glacier Badge.,5,8,progression,DanielARP,https://media.retroachievements.org/Badge/138740.png,3571,1714,13,I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0x 001244=140_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0x 001244=140_I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0xS00008e=1_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0xS00008e=0
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,121219,Crushing Some Ice for My Drink,Defeat Pryce in his gym without using super effective attacks or using Pokémon above Level 34. [Option: Set Mode],5,11,missable,SporyTike,https://media.retroachievements.org/Badge/138741.png,1215,1018,14,I:0xW00000ba8_I:0xW00000020_T:0xS0000008e=1_I:d0xW00000ba8_I:d0xW00000020_d0xS0000008e=0_I:0x 00000ba8_N:0x 00244eaa=10240.1._I:d0xW00000ba8_I:d0xW000bfd40_N:d0x 000003c6!=73_I:0xW00000ba8_I:0xW000bfd40_N:0x 000003c6=73_I:0x 00000ba8_0x 00244eaa=8449.1._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0xH00049240=2_I:0xW00000ba8_I:0xW00000020_N:0x 00049ed4=d0x 00049ed4_I:0xW00000ba8_I:0xW00000020_N:0xH00047138=0_I:0xW00000ba8_I:0xW00000020_R:0x 00049f20<d0x 00049f20_I:0xW00000ba8_I:0xW00000020_R:0xS00000070=0_I:0xW00000ba8_I:0xW00000020_R:0x 00001244!=d0x 00001244_I:0x 00000ba8_N:0x 00244eaa=8449.300._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>34_I:0xW00000ba8_I:0xW00000020_R:0x 0000124c!=d0x 0000124c_I:0xW00000ba8_I:0xW00000020_R:0x 00001250!=d0x 00001250
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,124894,This Is Where Her Battle Ends,Defeat Clair for the Rising Badge.,5,8,progression,DanielARP,https://media.retroachievements.org/Badge/138742.png,3038,1499,15,I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0x 001244=141_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0x 001244=141_I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0xN0010ee=1_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0xN0010ee=0
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,121657,Unleash the Dragon,Defeat Clair in her gym without using super effective attacks or using Pokémon above Level 41. [Option: Set Mode],5,12,missable,SporyTike,https://media.retroachievements.org/Badge/138743.png,1063,901,16,I:0xW00000ba8_I:0xW00000020_T:0xN000010ee=1_I:d0xW00000ba8_I:d0xW00000020_d0xN000010ee=0_I:0x 00000ba8_N:0x 00244eaa=10240.1._I:d0xW00000ba8_I:d0xW000bfd40_N:d0x 000003c6!=76_I:0xW00000ba8_I:0xW000bfd40_N:0x 000003c6=76_I:0x 00000ba8_0x 00244eaa=8449.1._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0xH00049240=2_I:0xW00000ba8_I:0xW00000020_N:0x 00049ed4=d0x 00049ed4_I:0xW00000ba8_I:0xW00000020_N:0xH00047138=0_I:0xW00000ba8_I:0xW00000020_R:0x 00049f20<d0x 00049f20_I:0xW00000ba8_I:0xW00000020_R:0xS00000070=0_I:0xW00000ba8_I:0xW00000020_R:0x 00001244!=d0x 00001244_I:0x 00000ba8_N:0x 00244eaa=8449.300._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>41_I:0xW00000ba8_I:0xW00000020_R:0x 0000124c!=d0x 0000124c_I:0xW00000ba8_I:0xW00000020_R:0x 00001250!=d0x 00001250
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,125178,Final Battle... Or Is It?,Defeat the Elite Four in Round One and enter the Hall of Fame.,10,20,progression,DanielARP,https://media.retroachievements.org/Badge/138744.png,2467,1231,17,I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0x 001244=306_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0x 001244=306_I:d0x 000ba8=0xH000000_d0x 1cecf4=0_I:0x 000ba8=0xH000000_0x 1cecf4=1015_I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0xH00105e<8
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,122018,Round One... Fight!,Defeat the Elite Four and the Champ in Round One in a single session without using Pokémon above Level 45. [Option: Set Mode],25,77,missable,SporyTike,https://media.retroachievements.org/Badge/138745.png,808,693,18,I:0xW00000ba8_I:0xW00000020_T:0x 00001244=306_I:d0xW00000ba8_I:d0xW00000020_d0x 00001244=305_I:0xW00000ba8_I:0xW00000020_N:0xH0000105e<8_I:0x 00000ba8_N:0x 00244eaa=10240.1._I:d0xW00000ba8_I:d0xW000bfd40_N:d0x 000003c6!=87_I:0xW00000ba8_I:0xW000bfd40_N:0x 000003c6=87_I:0x 00000ba8_0x 00244eaa=8449.1._I:0xW00000ba8_I:0xW00000020_R:0xS00000070=0_I:0xW00000ba8_I:0xW00000020_R:0x 00001244<301_I:0xW00000ba8_I:0xW00000020_R:0x 00001244>306_I:0xW00000ba8_I:0xW00000020_N:0x 00001244=301_I:0x 00000ba8_N:0x 00244eaa=8449.500._I:0xW00000ba8_I:0xW00000020_N:d0x 00001244=301_I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>45_I:0xW00000ba8_I:0xW00000020_N:0x 00001244=302_I:0x 00000ba8_N:0x 00244eaa=8449.500._I:0xW00000ba8_I:0xW00000020_N:d0x 00001244=302_I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>45_I:0xW00000ba8_I:0xW00000020_N:0x 00001244=303_I:0x 00000ba8_N:0x 00244eaa=8449.500._I:0xW00000ba8_I:0xW00000020_N:d0x 00001244=303_I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>45_I:0xW00000ba8_I:0xW00000020_N:0x 00001244=304_I:0x 00000ba8_N:0x 00244eaa=8449.500._I:0xW00000ba8_I:0xW00000020_N:d0x 00001244=304_I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>45_I:0xW00000ba8_I:0xW00000020_N:0x 00001244=305_I:0x 00000ba8_N:0x 00244eaa=8449.500._I:0xW00000ba8_I:0xW00000020_N:d0x 00001244=305_I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>45
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,125184,Rock-Hard Resistance,Defeat Brock for the Boulder Badge.,5,12,,DanielARP,https://media.retroachievements.org/Badge/138748.png,1653,909,19,I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0x 001244=473_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0x 001244=473_I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0xM000093=1_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0xM000093=0
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,123270,Smashing Rocks,Defeat Brock in his gym without using super effective attacks or using Pokémon above Level 54. [Option: Set Mode],5,16,missable,SporyTike,https://media.retroachievements.org/Badge/138749.png,720,624,20,I:0xW00000ba8_I:0xW00000020_T:0xM00000093=1_I:d0xW00000ba8_I:d0xW00000020_d0xM00000093=0_I:0x 00000ba8_N:0x 00244eaa=10240.1._I:d0xW00000ba8_I:d0xW000bfd40_N:d0x 000003c6!=98_I:0xW00000ba8_I:0xW000bfd40_N:0x 000003c6=98_I:0x 00000ba8_0x 00244eaa=8449.1._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0xH00049240=2_I:0xW00000ba8_I:0xW00000020_N:0x 00049ed4=d0x 00049ed4_I:0xW00000ba8_I:0xW00000020_N:0xH00047138=0_I:0xW00000ba8_I:0xW00000020_R:0x 00049f20<d0x 00049f20_I:0xW00000ba8_I:0xW00000020_R:0xS00000070=0_I:0xW00000ba8_I:0xW00000020_R:0x 00001244!=d0x 00001244_I:0x 00000ba8_N:0x 00244eaa=8449.300._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>54_I:0xW00000ba8_I:0xW00000020_R:0x 0000124c!=d0x 0000124c_I:0xW00000ba8_I:0xW00000020_R:0x 00001250!=d0x 00001250
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,125181,Date Interrupting Pest,Defeat Misty for the Cascade Badge.,5,12,,DanielARP,https://media.retroachievements.org/Badge/138750.png,1732,936,21,I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0x 001244=427_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0x 001244=427_I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0xN000093=1_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0xN000093=0
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,123271,Like a Cold Shower,Defeat Misty in her gym without using super effective attacks or using Pokémon above Level 54. [Option: Set Mode],5,16,missable,SporyTike,https://media.retroachievements.org/Badge/138751.png,722,628,22,I:0xW00000ba8_I:0xW00000020_T:0xN00000093=1_I:d0xW00000ba8_I:d0xW00000020_d0xN00000093=0_I:0x 00000ba8_N:0x 00244eaa=10240.1._I:d0xW00000ba8_I:d0xW000bfd40_N:d0x 000003c6!=103_I:0xW00000ba8_I:0xW000bfd40_N:0x 000003c6=103_I:0x 00000ba8_0x 00244eaa=8449.1._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0xH00049240=2_I:0xW00000ba8_I:0xW00000020_N:0x 00049ed4=d0x 00049ed4_I:0xW00000ba8_I:0xW00000020_N:0xH00047138=0_I:0xW00000ba8_I:0xW00000020_R:0x 00049f20<d0x 00049f20_I:0xW00000ba8_I:0xW00000020_R:0xS00000070=0_I:0xW00000ba8_I:0xW00000020_R:0x 00001244!=d0x 00001244_I:0x 00000ba8_N:0x 00244eaa=8449.300._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>54_I:0xW00000ba8_I:0xW00000020_R:0x 0000124c!=d0x 0000124c_I:0xW00000ba8_I:0xW00000020_R:0x 00001250!=d0x 00001250
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,125179,Zzzap!,Defeat Lt. Surge for the Thunder Badge.,5,11,,DanielARP,https://media.retroachievements.org/Badge/138752.png,2013,1041,23,I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0x 001244=365_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0x 001244=365_I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0xO000093=1_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0xO000093=0
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,123272,Warning! Blackout!,Defeat Lt. Surge in his gym without using super effective attacks or using Pokémon above Level 53. [Option: Set Mode],5,15,missable,SporyTike,https://media.retroachievements.org/Badge/138753.png,791,680,24,I:0xW00000ba8_I:0xW00000020_T:0xO00000093=1_I:d0xW00000ba8_I:d0xW00000020_d0xO00000093=0_I:0x 00000ba8_N:0x 00244eaa=10240.1._I:d0xW00000ba8_I:d0xW000bfd40_N:d0x 000003c6!=104_I:0xW00000ba8_I:0xW000bfd40_N:0x 000003c6=104_I:0x 00000ba8_0x 00244eaa=8449.1._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0xH00049240=2_I:0xW00000ba8_I:0xW00000020_N:0x 00049ed4=d0x 00049ed4_I:0xW00000ba8_I:0xW00000020_N:0xH00047138=0_I:0xW00000ba8_I:0xW00000020_R:0x 00049f20<d0x 00049f20_I:0xW00000ba8_I:0xW00000020_R:0xS00000070=0_I:0xW00000ba8_I:0xW00000020_R:0x 00001244!=d0x 00001244_I:0x 00000ba8_N:0x 00244eaa=8449.300._I:0x 00000ba8_N:0x 00244eaa=8449_I:0xW00000ba8_I:0xW00000020_N:0x 00049e14<=493_I:0xW00000ba8_I:0xW00000020_N:0xH00049e48<=100_I:0xW00000ba8_I:0xW00000020_R:0xH00049e48>53_I:0xW00000ba8_I:0xW00000020_R:0x 0000124c!=d0x 0000124c_I:0xW00000ba8_I:0xW00000020_R:0x 00001250!=d0x 00001250
7212,Pokémon HeartGold Version | Pokémon SoulSilver Version,125182,Flower Arrangement,Defeat Erika for the Rainbow Badge.,5,12,,DanielARP,https://media.retroachievements.org/Badge/138754.png,1786,953,25,I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0x 001244=395_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0x 001244=395_I:0xW000ba8=0xH000000_I:0xW000020=0xH000000_0xP000093=1_I:d0xW000ba8=0xH000000_I:d0xW000020=0xH000000_d0xP000093=0
