rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released,description,icon,boxArt,titleScreen,screenshot,rating
11,10173,Yoshi's Story,Nintendo 64,2,4703,4703,4703,93,0,"2D Platforming, Collect-a-thon",Nintendo,Nintendo,1998-03-01,"Yoshi's Story is a 1997 platform game published and developed by Nintendo for the Nintendo 64. It was released in Japan in December 1997, and worldwide the following year. The game has been subsequently re-released on the Wii, Wii U, and Nintendo Switch.",https://media.retroachievements.org/Images/044181.png,https://media.retroachievements.org/Images/048368.png,https://media.retroachievements.org/Images/011212.png,https://media.retroachievements.org/Images/011211.png,4.6
12,10263,Mario Party,Nintendo 64,2,3481,3481,3481,56,0,"Board Game, Party",Hudson Soft,Nintendo,1998-12-18,"Mario Party is a series of party video games created by Hudson Soft and owned by Nintendo. It features characters from the Mario franchise in which up to four local players or computer-controlled characters compete in a board game interspersed with minigames. Designed by Shigeru Miyamoto, and directed by Kenji Kikuchi, the games are currently developed by Nintendo Cube and published by Nintendo, being previously developed by Hudson Soft. The series is known for its party game elements, including the often unpredictable multiplayer game modes that allow play with up to four, and sometimes eight, human players or CPUs.",https://media.retroachievements.org/Images/040160.png,https://media.retroachievements.org/Images/011086.png,https://media.retroachievements.org/Images/011084.png,https://media.retroachievements.org/Images/011085.png,4.5
13,10617,Wave Race 64,Nintendo 64,2,3228,3228,3228,73,0,Racing,,Nintendo,1996-09-27,"Wave Race 64 is a 1996 racing video game developed and published by Nintendo for the Nintendo 64. It is the second entry in the Wave Race series following the 1992 Game Boy game Wave Race. Gameplay involves the player racing on a personal watercraft on a variety of courses while successfully manoeuvring the vehicle around various buoys. A multiplayer mode where two players can compete against each other on a chosen course is also included. The game supports the Controller Pak, which allows players to transfer saved data from one game cartridge to another. The game is presented in a letterboxed 14:9 aspect ratio.",https://media.retroachievements.org/Images/019034.png,https://media.retroachievements.org/Images/019035.png,https://media.retroachievements.org/Images/019036.png,https://media.retroachievements.org/Images/019037.png,4.5
14,10667,Castlevania,Nintendo 64,2,3024,3024,3024,52,0,"Action-Adventure, 3D Platforming",Konami,Konami,1999-01-26,"Castlevania, known in Japan as Akumajō Dracula, is a gothic horror action-adventure video game series and media franchise created by Hitoshi Akamatsu and published by Konami. The series is largely set in the castle of Count Dracula, who wages an eternal war against humanity and comes into conflict with the world's vampire hunters, principally including the Belmont clan, wielders of the mystical whip known as the ""Vampire Killer.""",https://media.retroachievements.org/Images/091411.png,https://media.retroachievements.org/Images/070351.png,https://media.retroachievements.org/Images/070353.png,https://media.retroachievements.org/Images/070352.png,4.5
15,10133,F-Zero X,Nintendo 64,2,2892,2892,2892,74,0,Arcade Racing,,Nintendo,1998-07-14,"F-Zero X is a 1998 racing game developed and published by Nintendo for the Nintendo 64. It is the sequel to the original F-Zero (1990), and the first F-Zero game with 3D graphics. It has a steep learning curve and its gameplay experience is similar to that of the original. The F-Zero X Expansion Kit, an expansion pack for the 64DD featuring 12 more tracks and track and vehicle editors, was released in Japan in 2000.",https://media.retroachievements.org/Images/046476.png,https://media.retroachievements.org/Images/048360.png,https://media.retroachievements.org/Images/014763.png,https://media.retroachievements.org/Images/014764.png,4.5
16,10211,Banjo-Tooie,Nintendo 64,2,2874,2874,2874,110,0,"3D Platforming, Collect-a-thon",Rare,Nintendo,2000-11-20,"Banjo-Tooie is a 2000 platform game developed by Rare and published by Nintendo for the Nintendo 64 console. It is the second game in the Banjo-Kazooie series and the sequel to Banjo-Kazooie. The game follows the returning protagonists Banjo and Kazooie as they attempt to stop the plans of the witch Gruntilda and two of her sisters, who intend to vaporise the inhabitants of the game's island setting. The game features worlds significantly larger than those of its predecessor, requiring the player to complete challenges such as solving puzzles, jumping over obstacles, collecting items, and defeating opponents. It also includes a Widescreen format, and a multiplayer mode in which up to four players can compete in several minigames repurposed from the main campaign.",https://media.retroachievements.org/Images/091555.png,https://media.retroachievements.org/Images/096336.png,https://media.retroachievements.org/Images/018548.png,https://media.retroachievements.org/Images/019194.png,4.5
17,10181,Pokémon Stadium,Nintendo 64,2,2700,2700,2700,72,0,Turn-Based Strategy,HAL Laboratory,Nintendo,1999-04-30,"Pokémon Stadium is a 1999 strategy video game developed and published by Nintendo for the Nintendo 64. The gameplay revolves around a 3D turn-based battling system using the 151 Pokémon from the Game Boy games Pokémon Red, Blue, and Yellow, with several in-game challenges for players to overcome. The game includes four ""Cups"", each of which is a series of three-on-three Pokémon battles against an ordered lineup of opponents. The ""Gym Leader Castle"" mode involves battles against several boss opponents who appeared in the Game Boy games. Pokémon Stadium also features mini-games and numerous features available through its compatibility with Pokémon Red, Blue, and Yellow. Using the Transfer Pak accessory that was bundled with the game, players are able to view, organize, store, trade, and battle using Pokémon uploaded from Pokémon Red, Blue, and Yellow.",https://media.retroachievements.org/Images/026595.png,https://media.retroachievements.org/Images/010940.png,https://media.retroachievements.org/Images/011020.png,https://media.retroachievements.org/Images/011021.png,4.5
18,10270,Pokémon Puzzle League,Nintendo 64,2,2677,2677,2677,52,0,,,Nintendo,2000-09-25,"Pokémon Puzzle League is a puzzle video game in the Puzzle League series developed by Nintendo Software Technology and published by Nintendo for the Nintendo 64. Released in North America on September 25, 2000, and in Europe on March 2, 2001, its Puzzle League-based gameplay has a focus on puzzle-based strategy in the game's grid-based format. To advance to new levels, players are required to combat the game's trainers and gym leaders, similar to the ones featured in Pokémon Red, Blue, and Yellow. One of several games based on the Pokémon anime, it features lead protagonist Ash Ketchum, his Pikachu, his companions Brock and Misty, the Kanto Gym Leaders, and other characters from the series.",https://media.retroachievements.org/Images/109181.png,https://media.retroachievements.org/Images/014333.png,https://media.retroachievements.org/Images/016162.png,https://media.retroachievements.org/Images/016163.png,4.5
19,10648,Star Wars: Rogue Squadron,Nintendo 64,2,2516,2516,2516,49,0,"Action, Shooter","Factor 5, LucasArts | Lucasfilm",LucasArts | Lucasfilm,1998-12-07,"Star Wars: Rogue Squadron or Star Wars: Rogue Squadron 3D is an arcade-style flight action game co-developed by Factor 5 and LucasArts. The first of the Rogue Squadron trilogy, it was published by LucasArts and Nintendo and released for Microsoft Windows and Nintendo 64 in December 1998. The game's story was influenced by the Star Wars: X-wing – Rogue Squadron comics and is set in the fictional Star Wars galaxy, taking place primarily between events in the films Star Wars and The Empire Strikes Back. The player controls Luke Skywalker, commander of the elite X-wing pilots known as Rogue Squadron. As the game progresses, Skywalker and Rogue Squadron fight the Galactic Empire in 16 missions across various planets.",https://media.retroachievements.org/Images/111879.png,https://media.retroachievements.org/Images/019616.png,https://media.retroachievements.org/Images/019617.png,https://media.retroachievements.org/Images/045695.png,4.5
20,10259,Mario Golf,Nintendo 64,2,2026,2026,2026,115,0,Sports - Golf,Camelot Software Planning,Nintendo,1999-06-30,"  There have been numerous sports games featuring Mario characters, based, among others, on tennis, golf, baseball, soccer, and various sports featured in the Olympic Games.",https://media.retroachievements.org/Images/027468.png,https://media.retroachievements.org/Images/011029.png,https://media.retroachievements.org/Images/011027.png,https://media.retroachievements.org/Images/011028.png,4.4
21,10110,Perfect Dark,Nintendo 64,2,1996,1996,1996,130,0,"First-Person Shooter, Stealth",Rare,Rare,2000-05-22,"Perfect Dark is a 2000 first-person shooter game developed and published by Rare for the Nintendo 64. The first game of the Perfect Dark series, it follows Joanna Dark, an agent of the Carrington Institute research centre, as she attempts to stop an extraterrestrial conspiracy by rival corporation dataDyne. The game features a campaign mode where the player must complete a series of levels to progress through the story, as well as a range of multiplayer options, including a co-operative mode and traditional deathmatch settings with computer-controlled bots.",https://media.retroachievements.org/Images/107798.png,https://media.retroachievements.org/Images/011065.png,https://media.retroachievements.org/Images/011062.png,https://media.retroachievements.org/Images/011064.png,4.4
22,10264,Mario Party 2,Nintendo 64,2,1967,1967,1967,45,0,"Board Game, Party",Hudson Soft,Nintendo,1999-12-17,"Mario Party 2 is a 1999 party video game developed by Hudson Soft and published by Nintendo for the Nintendo 64. The second game in the Mario Party series, it was released in Japan on December 17, 1999, North America on January 24, 2000, and in PAL regions on October 13, 2000. The game received mostly positive reviews from critics, who praised the improvements over the original, as well as the multiplayer and minigames, but criticized the lack of originality, while graphics received a mixed to positive response.",https://media.retroachievements.org/Images/040217.png,https://media.retroachievements.org/Images/014654.png,https://media.retroachievements.org/Images/014651.png,https://media.retroachievements.org/Images/028446.png,4.4
23,10162,Blast Corps,Nintendo 64,2,1957,1957,1957,24,0,"Action, Puzzle",Rare,Nintendo,1997-02-28,"Blast Corps is an action game developed by Rare and published by Nintendo for the Nintendo 64. The player uses vehicles to destroy buildings in the path of a runaway nuclear missile carrier. In the game's 57 levels, the player solves puzzles by transferring between vehicles to move objects and bridge gaps. It was released in March 1997 in Japan and North America. A wider release followed at the end of that year.",https://media.retroachievements.org/Images/125239.png,https://media.retroachievements.org/Images/014502.png,https://media.retroachievements.org/Images/010784.png,https://media.retroachievements.org/Images/010787.png,4.4
26,10108,Mario Party 3,Nintendo 64,2,1722,1722,1722,72,0,"Board Game, Party",Hudson Soft,Nintendo,2000-12-07,"Mario Party 3 is a 2000 party video game developed by Hudson Soft and published by Nintendo for the Nintendo 64. The third installment in the Mario Party series, it was first released in Japan on December 7, 2000, in North America on May 7, 2001, in Australia on September 3, 2001, and in Europe on November 16, 2001. As with the previous installments, the player chooses between eight playable characters: Mario, Luigi, Princess Peach, Yoshi, Wario, and Donkey Kong from the first two games, alongside newcomers Princess Daisy and Waluigi. The game introduces duel maps, where two players try to lower each other's stamina to zero using non-player characters such as Chain Chomps.",https://media.retroachievements.org/Images/040226.png,https://media.retroachievements.org/Images/011082.png,https://media.retroachievements.org/Images/011080.png,https://media.retroachievements.org/Images/026385.png,4.4
27,10153,Star Wars: Shadows of the Empire,Nintendo 64,2,1663,1663,1663,38,0,Action,LucasArts | Lucasfilm,"Nintendo, LucasArts | Lucasfilm",1996-12-03,"Star Wars: Shadows of the Empire is a 1996 multimedia project created by Lucasfilm. The idea was to create a story set between the films The Empire Strikes Back and Return of the Jedi, and to explore all commercial possibilities of a full motion picture release without actually making a film. The venture was intended to reinvigorate interest in the franchise ahead of the theatrical Special Editions of the Star Wars trilogy released the following year.",https://media.retroachievements.org/Images/055047.png,https://media.retroachievements.org/Images/010757.png,https://media.retroachievements.org/Images/010755.png,https://media.retroachievements.org/Images/010756.png,4.4
28,12984,The New Tetris,Nintendo 64,2,1654,1654,1654,27,0,Falling Block Puzzle,H2O Entertainment,Nintendo,1999-07-31,"The New Tetris is a 1999 puzzle video game developed by H2O Entertainment and Blue Planet Software and published by Nintendo for the Nintendo 64. An entry in the Tetris series, it showcases scenic fly-bys of structures, such as the Sphinx, the Pantheon, Saint Basil's Cathedral, a Mayan temple, and others, rendered in real-time. Achieving this level of quality was relatively challenging for the Nintendo 64 hardware. The New Tetris features a multiplayer mode with up to four players and an electronic dance music soundtrack by Neil Voss, who also composed the music for Tetrisphere.",https://media.retroachievements.org/Images/052609.png,https://media.retroachievements.org/Images/018277.png,https://media.retroachievements.org/Images/018278.png,https://media.retroachievements.org/Images/018279.png,4.4
29,10238,Road Rash 64,Nintendo 64,2,1648,1648,1648,52,0,Racing,Pacific Coast Power and Light,THQ,1999-01-01,"Road Rash 64 is a 1999 racing game developed by Pacific Coast Power and Light and published by THQ for the Nintendo 64. The game is the fifth of seven entries in the Road Rash series of video games, the only entry to be published by THQ and the only entry to be released for the Nintendo 64 platform.",https://media.retroachievements.org/Images/083611.png,https://media.retroachievements.org/Images/044926.png,https://media.retroachievements.org/Images/044928.png,https://media.retroachievements.org/Images/044927.png,4.4
30,10258,Pokémon Stadium 2,Nintendo 64,2,1617,1617,1617,109,0,Turn-Based Strategy,HAL Laboratory,Nintendo,2000-12-14,"Pokémon Stadium 2, known in Japan as Pokémon Stadium Gold & Silver, is a strategy video game developed and published by Nintendo for the Nintendo 64. It is the third game in the Pokémon Stadium series, following prior releases Pocket Monsters Stadium and Pokémon Stadium. It features all 251 Pokémon from the first and second generations of the franchise, and allows for players to battle either with other players or against computer-controlled opponents. Like its predecessor, Pokémon Stadium 2 is compatible with the Transfer Pak accessory, allowing players to use Pokémon trained in the three original Game Boy Pokémon games and the three Game Boy Color games.",https://media.retroachievements.org/Images/115110.png,https://media.retroachievements.org/Images/011026.png,https://media.retroachievements.org/Images/011022.png,https://media.retroachievements.org/Images/011024.png,4.4
31,10077,Resident Evil 2,Nintendo 64,2,1460,1460,1460,120,0,Survival Horror,Capcom,Capcom,1999-11-16,"Resident Evil 2 is a 1998 survival horror video game developed and published by Capcom for the PlayStation. It is the second main installment in the Resident Evil series. The player controls rookie cop Leon S. Kennedy and college student Claire Redfield, who must escape Raccoon City after its citizens are transformed into zombies by a biological weapon two months after the events of the original Resident Evil. The gameplay focuses on exploration, puzzles, and combat; the main difference from its predecessor are the branching paths, with each player character having unique storylines, partners and obstacles.",https://media.retroachievements.org/Images/069061.png,https://media.retroachievements.org/Images/016137.png,https://media.retroachievements.org/Images/010870.png,https://media.retroachievements.org/Images/010872.png,4.4
33,10085,Cruis'n USA,Nintendo 64,2,1361,1361,1361,43,0,Arcade Racing,Williams,Nintendo,1996-10-31,"Cruis'n USA is a racing video game developed by TV Games Inc. and published by Nintendo. It was first released in arcades in 1994 by Midway Games, with a port to the Nintendo 64 developed by Leland Interactive Media released in 1996. It is the first game in the Cruis'n series, and features races set in locations across the Continental United States.",https://media.retroachievements.org/Images/044270.png,https://media.retroachievements.org/Images/010998.png,https://media.retroachievements.org/Images/010995.png,https://media.retroachievements.org/Images/010996.png,4.4
34,10116,Mortal Kombat 4,Nintendo 64,2,1354,1354,1354,130,0,3D Fighting,Eurocom,Midway,1998-06-23,"Mortal Kombat 4 is a 1997 fighting game developed and published by Midway for arcades. It is the fourth main installment in the Mortal Kombat franchise, and a sequel to 1995's Mortal Kombat 3. It is also the first title in the series to use 3D computer graphics, as well as the last in the series to have an arcade release. The game was ported to the PlayStation, Nintendo 64, Microsoft Windows, and Game Boy Color in 1998, followed by an updated version, titled Mortal Kombat Gold, for the Dreamcast in 1999.",https://media.retroachievements.org/Images/123570.png,https://media.retroachievements.org/Images/042460.png,https://media.retroachievements.org/Images/042458.png,https://media.retroachievements.org/Images/012068.png,4.4
35,10148,Army Men: Sarge's Heroes,Nintendo 64,2,1337,1337,1337,65,0,Third-Person Shooter,The 3DO Company,The 3DO Company,1999-09-28,"Army Men: Sarge's Heroes is a 1999 third-person shooter video game and the fourth entry in The 3DO Company's Army Men series, which are based on the green plastic figures of the same name. Its Nintendo 64 and PlayStation versions were developed and published by The 3DO Company. The port for the Dreamcast was developed by Saffire and published by Midway, while another for Microsoft Windows was published by GT Interactive.",https://media.retroachievements.org/Images/107432.png,https://media.retroachievements.org/Images/079976.png,https://media.retroachievements.org/Images/015292.png,https://media.retroachievements.org/Images/015293.png,4.3
36,10256,Mickey's Speedway USA,Nintendo 64,2,1308,1308,1308,72,0,Kart Racing,Rare,Nintendo,2000-11-13,"Mickey's Speedway USA is a kart racing game developed by Rare and published by Nintendo for the Nintendo 64 and Game Boy Color. It is Rare and Nintendo's second collaboration with Disney Interactive following Mickey's Racing Adventure (1999), and features characters from the Mickey Mouse universe racing across the United States. The Nintendo 64 game released in November 2000 to mixed reception, while the Game Boy Color version followed in March 2001.",https://media.retroachievements.org/Images/112014.png,https://media.retroachievements.org/Images/018506.png,https://media.retroachievements.org/Images/028670.png,https://media.retroachievements.org/Images/028671.png,4.3
37,10309,Glover,Nintendo 64,2,1287,1287,1287,49,0,"3D Platforming, Collect-a-thon",Blitz Games,Hasbro Interactive,1998-11-16,"Glover is a 1998 puzzle-platformer developed by Interactive Studios and published by Hasbro Interactive for the Nintendo 64 and Windows in 1998, and for the PlayStation in 1999. The game follows a magical, four-fingered glove named Glover in his quest to restore the Crystal Kingdom by retrieving crystals that were lost.",https://media.retroachievements.org/Images/069876.png,https://media.retroachievements.org/Images/025061.png,https://media.retroachievements.org/Images/025064.png,https://media.retroachievements.org/Images/099202.png,4.3
38,10120,Bomberman 64,Nintendo 64,2,1242,1242,1242,69,0,"Action, Puzzle",Hudson Soft,Nintendo,1997-09-26,"Bomberman 64 is a video game developed and published by Hudson Soft as ""Baku Bomberman"" in Japan, and published by Nintendo as ""Bomberman 64"" in North America and Europe for the Nintendo 64. In Japan the ""Bomberman 64"" name was chosen for another game, the fourth Japanese Bomberman entry in the series. The 1997 game was released in Europe and North America in November and December 1997, respectively. While the game never saw a release on the Wii's Virtual Console service, it was released on the Wii U Virtual Console in both Europe and North America in March 2017 followed by Japan in June 2017.",https://media.retroachievements.org/Images/053933.png,https://media.retroachievements.org/Images/011136.png,https://media.retroachievements.org/Images/011137.png,https://media.retroachievements.org/Images/011138.png,4.3
39,10328,South Park,Nintendo 64,2,1219,1219,1219,53,0,First-Person Shooter,Iguana Entertainment,Acclaim,1998-12-12,"South Park is an American animated sitcom created by Trey Parker and Matt Stone for Comedy Central. The series revolves around four boys—Stan Marsh, Kyle Broflovski, Eric Cartman, and Kenny McCormick—and their adventures in and around the titular Colorado town. South Park also features many recurring characters. The series became infamous for its profanity and dark, surreal humor that satirizes a large range of subject matter.",https://media.retroachievements.org/Images/088517.png,https://media.retroachievements.org/Images/011926.png,https://media.retroachievements.org/Images/011927.png,https://media.retroachievements.org/Images/011928.png,4.3
40,10157,Harvest Moon 64,Nintendo 64,2,1190,1190,1190,80,0,Life Simulation,Marvelous Interactive,Natsume,1999-02-05,"Harvest Moon 64, released in Japan as Bokujō Monogatari 2 (牧場物語2), is a 1999 farm simulation video game developed by Victor Interactive Software for the Nintendo 64 console. It was published by Victor Interactive in Japan and by Natsume Inc. in North America. It is the third game in the Story of Seasons series.",https://media.retroachievements.org/Images/109404.png,https://media.retroachievements.org/Images/010767.png,https://media.retroachievements.org/Images/010765.png,https://media.retroachievements.org/Images/010766.png,4.3
41,10093,Hexen,Nintendo 64,2,1179,1179,1179,66,0,First-Person Shooter,Software Creations,Atari,1997-05-31,"Hexen: Beyond Heretic is a 1995 first-person shooter video game developed by Raven Software and published by id Software for MS-DOS. It is the sequel to 1994's Heretic, and the second game in Raven Software's ""Serpent Riders"" trilogy, which culminated with Hexen II. The title comes from the German noun Hexen, which means ""witches"", and/or the verb hexen, which means ""to cast a spell"". Game producer John Romero stated that a third, unreleased game in this series was to be called Hecatomb.",https://media.retroachievements.org/Images/055046.png,https://media.retroachievements.org/Images/014510.png,https://media.retroachievements.org/Images/010999.png,https://media.retroachievements.org/Images/011000.png,4.3
42,16231,Donald Duck: Goin' Quackers,Nintendo 64,2,1163,1163,1163,64,0,3D Platforming,Ubisoft,Ubisoft,2000-12-08,"Donald Duck: Goin' Quackers is a 2000 platform game developed and published by Ubi Soft for various consoles and Windows-based personal computers. A version with the same title was released for the Game Boy Color, before it was retitled Donald Duck Advance for the Game Boy Advance. Reviews praised the music, backgrounds and animations, noting the short length and low difficulty as more fun for children.",https://media.retroachievements.org/Images/113851.png,https://media.retroachievements.org/Images/033332.png,https://media.retroachievements.org/Images/033330.png,https://media.retroachievements.org/Images/033331.png,4.3
43,10080,Doom 64,Nintendo 64,2,1162,1162,1162,88,0,First-Person Shooter,Midway,Midway,1997-03-31,"Doom 64 is a 1997 first-person shooter game developed and published by Midway Games for the Nintendo 64. It is the second spin-off in id Software's Doom series after Final Doom (1996), and the fourth game in the series overall.",https://media.retroachievements.org/Images/010650.png,https://media.retroachievements.org/Images/066513.png,https://media.retroachievements.org/Images/010646.png,https://media.retroachievements.org/Images/010647.png,4.3
44,10166,Cruis'n World,Nintendo 64,2,1157,1157,1157,76,0,Arcade Racing,Eurocom,Nintendo,1998-09-28,"Cruis'n World is a 1996 racing game developed by Midway Games and published by Nintendo. It is the sequel to the 1994 arcade racer Cruis'n USA. A port for the Nintendo 64 developed by Eurocom was released in 1998, and was the best received of the Cruis'n ports.",https://media.retroachievements.org/Images/073208.png,https://media.retroachievements.org/Images/064742.png,https://media.retroachievements.org/Images/010788.png,https://media.retroachievements.org/Images/010789.png,4.3
45,10081,Mystical Ninja Starring Goemon,Nintendo 64,2,1149,1149,1149,44,0,3D Platforming,Konami,Konami,1997-08-07,"Mystical Ninja Starring Goemon is a 1997 platform action-adventure game developed by Konami Computer Entertainment Osaka and published by Konami for the Nintendo 64. The second Ganbare Goemon game released in North America and Europe, and the twelfth mainline installment overall, follows The Legend of the Mystical Ninja and features hybrid elements of platform games and action-adventure games.",https://media.retroachievements.org/Images/094020.png,https://media.retroachievements.org/Images/050419.png,https://media.retroachievements.org/Images/016081.png,https://media.retroachievements.org/Images/016082.png,4.3
